Year,Month,Day,Date,hour,wind speed (m/sec)
2015,1,1,1/1/2015,0,1.77
2015,1,1,1/1/2015,1,1.45
2015,1,1,1/1/2015,2,1.8
2015,1,1,1/1/2015,3,1.83
2015,1,1,1/1/2015,4,1.3
2015,1,1,1/1/2015,5,0.03
2015,1,1,1/1/2015,6,1.35
2015,1,1,1/1/2015,7,1.91
2015,1,1,1/1/2015,8,2.84
2015,1,1,1/1/2015,9,3.71
2015,1,1,1/1/2015,10,4.15
2015,1,1,1/1/2015,11,4.52
2015,1,1,1/1/2015,12,4.49
2015,1,1,1/1/2015,13,3.86
2015,1,1,1/1/2015,14,3.54
2015,1,1,1/1/2015,15,3.17
2015,1,1,1/1/2015,16,2.79
2015,1,1,1/1/2015,17,2.61
2015,1,1,1/1/2015,18,2.37
2015,1,1,1/1/2015,19,2.1
2015,1,1,1/1/2015,20,1.99
2015,1,1,1/1/2015,21,2.12
2015,1,1,1/1/2015,22,2.46
2015,1,1,1/1/2015,23,2.4
2015,1,2,2/1/2015,0,2.33
2015,1,2,2/1/2015,1,1.92
2015,1,2,2/1/2015,2,1.71
2015,1,2,2/1/2015,3,1.72
2015,1,2,2/1/2015,4,1.75
2015,1,2,2/1/2015,5,2.28
2015,1,2,2/1/2015,6,2.57
2015,1,2,2/1/2015,7,2.85
2015,1,2,2/1/2015,8,3.24
2015,1,2,2/1/2015,9,3.77
2015,1,2,2/1/2015,10,4.35
2015,1,2,2/1/2015,11,4.7
2015,1,2,2/1/2015,12,4.43
2015,1,2,2/1/2015,13,3.94
2015,1,2,2/1/2015,14,3.53
2015,1,2,2/1/2015,15,3.23
2015,1,2,2/1/2015,16,3.07
2015,1,2,2/1/2015,17,3.08
2015,1,2,2/1/2015,18,2.97
2015,1,2,2/1/2015,19,2.76
2015,1,2,2/1/2015,20,2.52
2015,1,2,2/1/2015,21,2.32
2015,1,2,2/1/2015,22,1.75
2015,1,2,2/1/2015,23,1.42
2015,1,3,3/1/2015,0,1.3
2015,1,3,3/1/2015,1,1.37
2015,1,3,3/1/2015,2,1.62
2015,1,3,3/1/2015,3,1.76
2015,1,3,3/1/2015,4,1.85
2015,1,3,3/1/2015,5,1.74
2015,1,3,3/1/2015,6,1.15
2015,1,3,3/1/2015,7,1.02
2015,1,3,3/1/2015,8,1.87
2015,1,3,3/1/2015,9,2.8
2015,1,3,3/1/2015,10,3.45
2015,1,3,3/1/2015,11,3.92
2015,1,3,3/1/2015,12,4.1
2015,1,3,3/1/2015,13,3.83
2015,1,3,3/1/2015,14,3.62
2015,1,3,3/1/2015,15,3.43
2015,1,3,3/1/2015,16,3.36
2015,1,3,3/1/2015,17,3.18
2015,1,3,3/1/2015,18,2.81
2015,1,3,3/1/2015,19,2.49
2015,1,3,3/1/2015,20,2.1
2015,1,3,3/1/2015,21,1.51
2015,1,3,3/1/2015,22,1
2015,1,3,3/1/2015,23,0.96
2015,1,4,4/1/2015,0,1.29
2015,1,4,4/1/2015,1,1.59
2015,1,4,4/1/2015,2,1.88
2015,1,4,4/1/2015,3,2.18
2015,1,4,4/1/2015,4,2.25
2015,1,4,4/1/2015,5,2.13
2015,1,4,4/1/2015,6,1.75
2015,1,4,4/1/2015,7,2.49
2015,1,4,4/1/2015,8,3.55
2015,1,4,4/1/2015,9,4.46
2015,1,4,4/1/2015,10,4.92
2015,1,4,4/1/2015,11,5.04
2015,1,4,4/1/2015,12,4.78
2015,1,4,4/1/2015,13,4.19
2015,1,4,4/1/2015,14,4.02
2015,1,4,4/1/2015,15,3.92
2015,1,4,4/1/2015,16,3.93
2015,1,4,4/1/2015,17,3.84
2015,1,4,4/1/2015,18,3.66
2015,1,4,4/1/2015,19,3.38
2015,1,4,4/1/2015,20,3.16
2015,1,4,4/1/2015,21,3.16
2015,1,4,4/1/2015,22,3.09
2015,1,4,4/1/2015,23,3.02
2015,1,5,5/1/2015,0,3.01
2015,1,5,5/1/2015,1,3.13
2015,1,5,5/1/2015,2,3.3
2015,1,5,5/1/2015,3,3.76
2015,1,5,5/1/2015,4,4.11
2015,1,5,5/1/2015,5,4.98
2015,1,5,5/1/2015,6,5.73
2015,1,5,5/1/2015,7,6.11
2015,1,5,5/1/2015,8,6.24
2015,1,5,5/1/2015,9,6.13
2015,1,5,5/1/2015,10,6.07
2015,1,5,5/1/2015,11,5.9
2015,1,5,5/1/2015,12,5.46
2015,1,5,5/1/2015,13,4.77
2015,1,5,5/1/2015,14,4.55
2015,1,5,5/1/2015,15,4.39
2015,1,5,5/1/2015,16,4.38
2015,1,5,5/1/2015,17,4.4
2015,1,5,5/1/2015,18,4.41
2015,1,5,5/1/2015,19,4.15
2015,1,5,5/1/2015,20,3.88
2015,1,5,5/1/2015,21,3.74
2015,1,5,5/1/2015,22,3.61
2015,1,5,5/1/2015,23,3.49
2015,1,6,6/1/2015,0,3.42
2015,1,6,6/1/2015,1,3.5
2015,1,6,6/1/2015,2,3.54
2015,1,6,6/1/2015,3,3.75
2015,1,6,6/1/2015,4,4.2
2015,1,6,6/1/2015,5,5.1
2015,1,6,6/1/2015,6,5.87
2015,1,6,6/1/2015,7,6.2
2015,1,6,6/1/2015,8,6.49
2015,1,6,6/1/2015,9,6.54
2015,1,6,6/1/2015,10,6.48
2015,1,6,6/1/2015,11,6.27
2015,1,6,6/1/2015,12,5.69
2015,1,6,6/1/2015,13,4.67
2015,1,6,6/1/2015,14,4.26
2015,1,6,6/1/2015,15,3.98
2015,1,6,6/1/2015,16,3.66
2015,1,6,6/1/2015,17,3.54
2015,1,6,6/1/2015,18,3.4
2015,1,6,6/1/2015,19,3.09
2015,1,6,6/1/2015,20,2.89
2015,1,6,6/1/2015,21,2.89
2015,1,6,6/1/2015,22,2.88
2015,1,6,6/1/2015,23,2.9
2015,1,7,7/1/2015,0,2.9
2015,1,7,7/1/2015,1,2.77
2015,1,7,7/1/2015,2,2.66
2015,1,7,7/1/2015,3,2.91
2015,1,7,7/1/2015,4,3.49
2015,1,7,7/1/2015,5,4.27
2015,1,7,7/1/2015,6,5.07
2015,1,7,7/1/2015,7,5.78
2015,1,7,7/1/2015,8,6.35
2015,1,7,7/1/2015,9,6.64
2015,1,7,7/1/2015,10,6.69
2015,1,7,7/1/2015,11,6.26
2015,1,7,7/1/2015,12,5.01
2015,1,7,7/1/2015,13,4.27
2015,1,7,7/1/2015,14,4.09
2015,1,7,7/1/2015,15,4.06
2015,1,7,7/1/2015,16,3.92
2015,1,7,7/1/2015,17,3.75
2015,1,7,7/1/2015,18,3.56
2015,1,7,7/1/2015,19,3.42
2015,1,7,7/1/2015,20,3.27
2015,1,7,7/1/2015,21,3.29
2015,1,7,7/1/2015,22,3.19
2015,1,7,7/1/2015,23,2.92
2015,1,8,8/1/2015,0,2.8
2015,1,8,8/1/2015,1,2.55
2015,1,8,8/1/2015,2,2.15
2015,1,8,8/1/2015,3,1.91
2015,1,8,8/1/2015,4,2.79
2015,1,8,8/1/2015,5,3.32
2015,1,8,8/1/2015,6,3.79
2015,1,8,8/1/2015,7,4.13
2015,1,8,8/1/2015,8,4.6
2015,1,8,8/1/2015,9,5.03
2015,1,8,8/1/2015,10,5.21
2015,1,8,8/1/2015,11,5.16
2015,1,8,8/1/2015,12,4.45
2015,1,8,8/1/2015,13,4.11
2015,1,8,8/1/2015,14,4.04
2015,1,8,8/1/2015,15,3.87
2015,1,8,8/1/2015,16,3.8
2015,1,8,8/1/2015,17,3.81
2015,1,8,8/1/2015,18,3.68
2015,1,8,8/1/2015,19,3.42
2015,1,8,8/1/2015,20,3.18
2015,1,8,8/1/2015,21,3.06
2015,1,8,8/1/2015,22,3.15
2015,1,8,8/1/2015,23,3.28
2015,1,9,9/1/2015,0,3.15
2015,1,9,9/1/2015,1,3.03
2015,1,9,9/1/2015,2,2.7
2015,1,9,9/1/2015,3,3.07
2015,1,9,9/1/2015,4,4.36
2015,1,9,9/1/2015,5,5.16
2015,1,9,9/1/2015,6,5.58
2015,1,9,9/1/2015,7,5.81
2015,1,9,9/1/2015,8,6
2015,1,9,9/1/2015,9,6.07
2015,1,9,9/1/2015,10,6.04
2015,1,9,9/1/2015,11,6.03
2015,1,9,9/1/2015,12,5.31
2015,1,9,9/1/2015,13,4.58
2015,1,9,9/1/2015,14,4.24
2015,1,9,9/1/2015,15,4.24
2015,1,9,9/1/2015,16,4.24
2015,1,9,9/1/2015,17,4.25
2015,1,9,9/1/2015,18,4.21
2015,1,9,9/1/2015,19,3.98
2015,1,9,9/1/2015,20,3.69
2015,1,9,9/1/2015,21,3.46
2015,1,9,9/1/2015,22,3.3
2015,1,9,9/1/2015,23,3.34
2015,1,10,10/1/2015,0,3.48
2015,1,10,10/1/2015,1,3.69
2015,1,10,10/1/2015,2,3.59
2015,1,10,10/1/2015,3,4.23
2015,1,10,10/1/2015,4,5.72
2015,1,10,10/1/2015,5,6.1
2015,1,10,10/1/2015,6,6.32
2015,1,10,10/1/2015,7,6.8
2015,1,10,10/1/2015,8,7.34
2015,1,10,10/1/2015,9,7.65
2015,1,10,10/1/2015,10,7.69
2015,1,10,10/1/2015,11,7.48
2015,1,10,10/1/2015,12,6.45
2015,1,10,10/1/2015,13,5.5
2015,1,10,10/1/2015,14,5.53
2015,1,10,10/1/2015,15,5.55
2015,1,10,10/1/2015,16,5.16
2015,1,10,10/1/2015,17,4.82
2015,1,10,10/1/2015,18,4.61
2015,1,10,10/1/2015,19,4.57
2015,1,10,10/1/2015,20,4.73
2015,1,10,10/1/2015,21,4.61
2015,1,10,10/1/2015,22,4.59
2015,1,10,10/1/2015,23,4.5
2015,1,11,11/1/2015,0,4.39
2015,1,11,11/1/2015,1,4.3
2015,1,11,11/1/2015,2,4.43
2015,1,11,11/1/2015,3,5.24
2015,1,11,11/1/2015,4,6.67
2015,1,11,11/1/2015,5,7.31
2015,1,11,11/1/2015,6,7.48
2015,1,11,11/1/2015,7,7.59
2015,1,11,11/1/2015,8,7.61
2015,1,11,11/1/2015,9,7.52
2015,1,11,11/1/2015,10,7.32
2015,1,11,11/1/2015,11,7.32
2015,1,11,11/1/2015,12,6.47
2015,1,11,11/1/2015,13,5.79
2015,1,11,11/1/2015,14,5.66
2015,1,11,11/1/2015,15,5.56
2015,1,11,11/1/2015,16,5.11
2015,1,11,11/1/2015,17,5.02
2015,1,11,11/1/2015,18,4.88
2015,1,11,11/1/2015,19,4.91
2015,1,11,11/1/2015,20,4.99
2015,1,11,11/1/2015,21,5.07
2015,1,11,11/1/2015,22,5.12
2015,1,11,11/1/2015,23,5.2
2015,1,12,12/1/2015,0,5.15
2015,1,12,12/1/2015,1,4.9
2015,1,12,12/1/2015,2,4.68
2015,1,12,12/1/2015,3,5.79
2015,1,12,12/1/2015,4,6.91
2015,1,12,12/1/2015,5,7.19
2015,1,12,12/1/2015,6,7.28
2015,1,12,12/1/2015,7,7.27
2015,1,12,12/1/2015,8,7.16
2015,1,12,12/1/2015,9,7.15
2015,1,12,12/1/2015,10,7.18
2015,1,12,12/1/2015,11,7.07
2015,1,12,12/1/2015,12,6.15
2015,1,12,12/1/2015,13,5.8
2015,1,12,12/1/2015,14,5.72
2015,1,12,12/1/2015,15,5.49
2015,1,12,12/1/2015,16,5.46
2015,1,12,12/1/2015,17,5.29
2015,1,12,12/1/2015,18,5.18
2015,1,12,12/1/2015,19,5.13
2015,1,12,12/1/2015,20,5.09
2015,1,12,12/1/2015,21,5.23
2015,1,12,12/1/2015,22,5.44
2015,1,12,12/1/2015,23,5.18
2015,1,13,13/1/2015,0,5.13
2015,1,13,13/1/2015,1,5.03
2015,1,13,13/1/2015,2,5.04
2015,1,13,13/1/2015,3,6.39
2015,1,13,13/1/2015,4,7.05
2015,1,13,13/1/2015,5,7.25
2015,1,13,13/1/2015,6,7.25
2015,1,13,13/1/2015,7,7.21
2015,1,13,13/1/2015,8,7.23
2015,1,13,13/1/2015,9,7.13
2015,1,13,13/1/2015,10,7.11
2015,1,13,13/1/2015,11,7.06
2015,1,13,13/1/2015,12,6.39
2015,1,13,13/1/2015,13,5.66
2015,1,13,13/1/2015,14,5.44
2015,1,13,13/1/2015,15,5.11
2015,1,13,13/1/2015,16,4.85
2015,1,13,13/1/2015,17,4.94
2015,1,13,13/1/2015,18,4.47
2015,1,13,13/1/2015,19,4.23
2015,1,13,13/1/2015,20,4
2015,1,13,13/1/2015,21,3.84
2015,1,13,13/1/2015,22,3.57
2015,1,13,13/1/2015,23,3.5
2015,1,14,14/1/2015,0,3.37
2015,1,14,14/1/2015,1,3.27
2015,1,14,14/1/2015,2,3.35
2015,1,14,14/1/2015,3,3.93
2015,1,14,14/1/2015,4,5
2015,1,14,14/1/2015,5,5.35
2015,1,14,14/1/2015,6,5.66
2015,1,14,14/1/2015,7,5.78
2015,1,14,14/1/2015,8,6.01
2015,1,14,14/1/2015,9,6.01
2015,1,14,14/1/2015,10,5.89
2015,1,14,14/1/2015,11,5.74
2015,1,14,14/1/2015,12,4.98
2015,1,14,14/1/2015,13,4.24
2015,1,14,14/1/2015,14,3.92
2015,1,14,14/1/2015,15,3.89
2015,1,14,14/1/2015,16,3.67
2015,1,14,14/1/2015,17,3.36
2015,1,14,14/1/2015,18,3.18
2015,1,14,14/1/2015,19,3.1
2015,1,14,14/1/2015,20,2.96
2015,1,14,14/1/2015,21,2.86
2015,1,14,14/1/2015,22,2.82
2015,1,14,14/1/2015,23,2.97
2015,1,15,15/1/2015,0,3.08
2015,1,15,15/1/2015,1,3.3
2015,1,15,15/1/2015,2,3.33
2015,1,15,15/1/2015,3,3.74
2015,1,15,15/1/2015,4,4.48
2015,1,15,15/1/2015,5,5.04
2015,1,15,15/1/2015,6,5.49
2015,1,15,15/1/2015,7,5.88
2015,1,15,15/1/2015,8,6.38
2015,1,15,15/1/2015,9,6.72
2015,1,15,15/1/2015,10,6.76
2015,1,15,15/1/2015,11,6.59
2015,1,15,15/1/2015,12,6.2
2015,1,15,15/1/2015,13,5.36
2015,1,15,15/1/2015,14,4.99
2015,1,15,15/1/2015,15,4.77
2015,1,15,15/1/2015,16,4.53
2015,1,15,15/1/2015,17,4.34
2015,1,15,15/1/2015,18,4.15
2015,1,15,15/1/2015,19,4.02
2015,1,15,15/1/2015,20,3.9
2015,1,15,15/1/2015,21,3.88
2015,1,15,15/1/2015,22,3.82
2015,1,15,15/1/2015,23,3.79
2015,1,16,16/1/2015,0,3.92
2015,1,16,16/1/2015,1,4.12
2015,1,16,16/1/2015,2,4.46
2015,1,16,16/1/2015,3,5.54
2015,1,16,16/1/2015,4,6.48
2015,1,16,16/1/2015,5,6.99
2015,1,16,16/1/2015,6,7.27
2015,1,16,16/1/2015,7,7.53
2015,1,16,16/1/2015,8,7.77
2015,1,16,16/1/2015,9,7.88
2015,1,16,16/1/2015,10,7.81
2015,1,16,16/1/2015,11,7.63
2015,1,16,16/1/2015,12,7.13
2015,1,16,16/1/2015,13,6.05
2015,1,16,16/1/2015,14,5.56
2015,1,16,16/1/2015,15,5.31
2015,1,16,16/1/2015,16,5.11
2015,1,16,16/1/2015,17,5.05
2015,1,16,16/1/2015,18,4.89
2015,1,16,16/1/2015,19,4.54
2015,1,16,16/1/2015,20,4.42
2015,1,16,16/1/2015,21,4.32
2015,1,16,16/1/2015,22,4.36
2015,1,16,16/1/2015,23,4.36
2015,1,17,17/1/2015,0,4.44
2015,1,17,17/1/2015,1,4.61
2015,1,17,17/1/2015,2,4.99
2015,1,17,17/1/2015,3,5.92
2015,1,17,17/1/2015,4,6.52
2015,1,17,17/1/2015,5,6.74
2015,1,17,17/1/2015,6,6.87
2015,1,17,17/1/2015,7,7.06
2015,1,17,17/1/2015,8,7.44
2015,1,17,17/1/2015,9,7.67
2015,1,17,17/1/2015,10,7.71
2015,1,17,17/1/2015,11,7.6
2015,1,17,17/1/2015,12,7.07
2015,1,17,17/1/2015,13,6.44
2015,1,17,17/1/2015,14,6.3
2015,1,17,17/1/2015,15,6.17
2015,1,17,17/1/2015,16,6.03
2015,1,17,17/1/2015,17,6.03
2015,1,17,17/1/2015,18,5.87
2015,1,17,17/1/2015,19,5.69
2015,1,17,17/1/2015,20,5.58
2015,1,17,17/1/2015,21,5.49
2015,1,17,17/1/2015,22,5.42
2015,1,17,17/1/2015,23,5.42
2015,1,18,18/1/2015,0,5.5
2015,1,18,18/1/2015,1,5.56
2015,1,18,18/1/2015,2,6.02
2015,1,18,18/1/2015,3,7.22
2015,1,18,18/1/2015,4,7.78
2015,1,18,18/1/2015,5,7.91
2015,1,18,18/1/2015,6,7.99
2015,1,18,18/1/2015,7,7.99
2015,1,18,18/1/2015,8,8.08
2015,1,18,18/1/2015,9,8.17
2015,1,18,18/1/2015,10,8.12
2015,1,18,18/1/2015,11,7.95
2015,1,18,18/1/2015,12,7.29
2015,1,18,18/1/2015,13,6.12
2015,1,18,18/1/2015,14,5.68
2015,1,18,18/1/2015,15,5.52
2015,1,18,18/1/2015,16,5.34
2015,1,18,18/1/2015,17,5.28
2015,1,18,18/1/2015,18,5.1
2015,1,18,18/1/2015,19,4.96
2015,1,18,18/1/2015,20,4.85
2015,1,18,18/1/2015,21,4.88
2015,1,18,18/1/2015,22,4.89
2015,1,18,18/1/2015,23,4.8
2015,1,19,19/1/2015,0,4.85
2015,1,19,19/1/2015,1,4.83
2015,1,19,19/1/2015,2,4.91
2015,1,19,19/1/2015,3,6.34
2015,1,19,19/1/2015,4,7.23
2015,1,19,19/1/2015,5,7.39
2015,1,19,19/1/2015,6,7.59
2015,1,19,19/1/2015,7,7.74
2015,1,19,19/1/2015,8,7.98
2015,1,19,19/1/2015,9,8.13
2015,1,19,19/1/2015,10,8.11
2015,1,19,19/1/2015,11,7.82
2015,1,19,19/1/2015,12,6.9
2015,1,19,19/1/2015,13,5.7
2015,1,19,19/1/2015,14,5.29
2015,1,19,19/1/2015,15,5
2015,1,19,19/1/2015,16,4.71
2015,1,19,19/1/2015,17,4.65
2015,1,19,19/1/2015,18,4.52
2015,1,19,19/1/2015,19,4.28
2015,1,19,19/1/2015,20,4.13
2015,1,19,19/1/2015,21,4.08
2015,1,19,19/1/2015,22,4.07
2015,1,19,19/1/2015,23,4.04
2015,1,20,20/1/2015,0,3.97
2015,1,20,20/1/2015,1,3.83
2015,1,20,20/1/2015,2,3.66
2015,1,20,20/1/2015,3,4.8
2015,1,20,20/1/2015,4,5.89
2015,1,20,20/1/2015,5,6.1
2015,1,20,20/1/2015,6,6.28
2015,1,20,20/1/2015,7,6.57
2015,1,20,20/1/2015,8,6.86
2015,1,20,20/1/2015,9,6.84
2015,1,20,20/1/2015,10,6.56
2015,1,20,20/1/2015,11,6.43
2015,1,20,20/1/2015,12,5.88
2015,1,20,20/1/2015,13,5.19
2015,1,20,20/1/2015,14,4.91
2015,1,20,20/1/2015,15,4.94
2015,1,20,20/1/2015,16,4.69
2015,1,20,20/1/2015,17,4.29
2015,1,20,20/1/2015,18,4.26
2015,1,20,20/1/2015,19,4.32
2015,1,20,20/1/2015,20,4.12
2015,1,20,20/1/2015,21,4.03
2015,1,20,20/1/2015,22,4.03
2015,1,20,20/1/2015,23,3.95
2015,1,21,21/1/2015,0,3.83
2015,1,21,21/1/2015,1,3.81
2015,1,21,21/1/2015,2,3.88
2015,1,21,21/1/2015,3,4.58
2015,1,21,21/1/2015,4,5.76
2015,1,21,21/1/2015,5,5.87
2015,1,21,21/1/2015,6,5.83
2015,1,21,21/1/2015,7,6.02
2015,1,21,21/1/2015,8,5.97
2015,1,21,21/1/2015,9,5.82
2015,1,21,21/1/2015,10,5.67
2015,1,21,21/1/2015,11,5.37
2015,1,21,21/1/2015,12,4.66
2015,1,21,21/1/2015,13,3.63
2015,1,21,21/1/2015,14,3.37
2015,1,21,21/1/2015,15,3.28
2015,1,21,21/1/2015,16,3.28
2015,1,21,21/1/2015,17,3.26
2015,1,21,21/1/2015,18,2.96
2015,1,21,21/1/2015,19,2.62
2015,1,21,21/1/2015,20,2.43
2015,1,21,21/1/2015,21,2.28
2015,1,21,21/1/2015,22,2.13
2015,1,21,21/1/2015,23,2.12
2015,1,22,22/1/2015,0,2.17
2015,1,22,22/1/2015,1,2.32
2015,1,22,22/1/2015,2,2.08
2015,1,22,22/1/2015,3,2.33
2015,1,22,22/1/2015,4,2.58
2015,1,22,22/1/2015,5,3.07
2015,1,22,22/1/2015,6,3.45
2015,1,22,22/1/2015,7,3.97
2015,1,22,22/1/2015,8,4.58
2015,1,22,22/1/2015,9,5.03
2015,1,22,22/1/2015,10,5.32
2015,1,22,22/1/2015,11,5.49
2015,1,22,22/1/2015,12,5.43
2015,1,22,22/1/2015,13,4.59
2015,1,22,22/1/2015,14,4.22
2015,1,22,22/1/2015,15,3.75
2015,1,22,22/1/2015,16,3.51
2015,1,22,22/1/2015,17,3.3
2015,1,22,22/1/2015,18,3.06
2015,1,22,22/1/2015,19,2.96
2015,1,22,22/1/2015,20,2.99
2015,1,22,22/1/2015,21,3.01
2015,1,22,22/1/2015,22,3.02
2015,1,22,22/1/2015,23,2.98
2015,1,23,23/1/2015,0,2.79
2015,1,23,23/1/2015,1,2.59
2015,1,23,23/1/2015,2,2.32
2015,1,23,23/1/2015,3,2.42
2015,1,23,23/1/2015,4,2.86
2015,1,23,23/1/2015,5,3.68
2015,1,23,23/1/2015,6,4.03
2015,1,23,23/1/2015,7,4.48
2015,1,23,23/1/2015,8,4.98
2015,1,23,23/1/2015,9,5.28
2015,1,23,23/1/2015,10,5.47
2015,1,23,23/1/2015,11,5.5
2015,1,23,23/1/2015,12,5.52
2015,1,23,23/1/2015,13,4.68
2015,1,23,23/1/2015,14,4.27
2015,1,23,23/1/2015,15,4.03
2015,1,23,23/1/2015,16,3.94
2015,1,23,23/1/2015,17,3.87
2015,1,23,23/1/2015,18,3.52
2015,1,23,23/1/2015,19,3.23
2015,1,23,23/1/2015,20,3.1
2015,1,23,23/1/2015,21,3.03
2015,1,23,23/1/2015,22,3.04
2015,1,23,23/1/2015,23,3.01
2015,1,24,24/1/2015,0,2.98
2015,1,24,24/1/2015,1,3.02
2015,1,24,24/1/2015,2,3.01
2015,1,24,24/1/2015,3,3.35
2015,1,24,24/1/2015,4,4.5
2015,1,24,24/1/2015,5,5.11
2015,1,24,24/1/2015,6,5.53
2015,1,24,24/1/2015,7,5.85
2015,1,24,24/1/2015,8,6.08
2015,1,24,24/1/2015,9,6.29
2015,1,24,24/1/2015,10,6.42
2015,1,24,24/1/2015,11,6.4
2015,1,24,24/1/2015,12,6.16
2015,1,24,24/1/2015,13,4.94
2015,1,24,24/1/2015,14,4.51
2015,1,24,24/1/2015,15,4.2
2015,1,24,24/1/2015,16,3.99
2015,1,24,24/1/2015,17,3.75
2015,1,24,24/1/2015,18,3.5
2015,1,24,24/1/2015,19,3.25
2015,1,24,24/1/2015,20,3.06
2015,1,24,24/1/2015,21,3.04
2015,1,24,24/1/2015,22,3.16
2015,1,24,24/1/2015,23,3.16
2015,1,25,25/1/2015,0,3.05
2015,1,25,25/1/2015,1,3
2015,1,25,25/1/2015,2,2.9
2015,1,25,25/1/2015,3,3.46
2015,1,25,25/1/2015,4,4.58
2015,1,25,25/1/2015,5,4.75
2015,1,25,25/1/2015,6,5.04
2015,1,25,25/1/2015,7,5.3
2015,1,25,25/1/2015,8,5.59
2015,1,25,25/1/2015,9,5.75
2015,1,25,25/1/2015,10,5.71
2015,1,25,25/1/2015,11,5.63
2015,1,25,25/1/2015,12,5.47
2015,1,25,25/1/2015,13,4.49
2015,1,25,25/1/2015,14,4.13
2015,1,25,25/1/2015,15,3.84
2015,1,25,25/1/2015,16,3.6
2015,1,25,25/1/2015,17,3.57
2015,1,25,25/1/2015,18,3.45
2015,1,25,25/1/2015,19,3.32
2015,1,25,25/1/2015,20,3.29
2015,1,25,25/1/2015,21,3.46
2015,1,25,25/1/2015,22,3.56
2015,1,25,25/1/2015,23,3.58
2015,1,26,26/1/2015,0,3.52
2015,1,26,26/1/2015,1,3.49
2015,1,26,26/1/2015,2,3.49
2015,1,26,26/1/2015,3,4.27
2015,1,26,26/1/2015,4,5.11
2015,1,26,26/1/2015,5,5.26
2015,1,26,26/1/2015,6,5.35
2015,1,26,26/1/2015,7,5.5
2015,1,26,26/1/2015,8,5.8
2015,1,26,26/1/2015,9,6
2015,1,26,26/1/2015,10,6.05
2015,1,26,26/1/2015,11,5.97
2015,1,26,26/1/2015,12,5.78
2015,1,26,26/1/2015,13,4.83
2015,1,26,26/1/2015,14,4.58
2015,1,26,26/1/2015,15,4.49
2015,1,26,26/1/2015,16,4.25
2015,1,26,26/1/2015,17,4.08
2015,1,26,26/1/2015,18,3.89
2015,1,26,26/1/2015,19,3.73
2015,1,26,26/1/2015,20,3.7
2015,1,26,26/1/2015,21,3.65
2015,1,26,26/1/2015,22,3.58
2015,1,26,26/1/2015,23,3.32
2015,1,27,27/1/2015,0,3.11
2015,1,27,27/1/2015,1,2.94
2015,1,27,27/1/2015,2,2.86
2015,1,27,27/1/2015,3,3.29
2015,1,27,27/1/2015,4,3.83
2015,1,27,27/1/2015,5,3.95
2015,1,27,27/1/2015,6,4.07
2015,1,27,27/1/2015,7,4.35
2015,1,27,27/1/2015,8,4.81
2015,1,27,27/1/2015,9,5.29
2015,1,27,27/1/2015,10,5.8
2015,1,27,27/1/2015,11,6.04
2015,1,27,27/1/2015,12,5.97
2015,1,27,27/1/2015,13,4.99
2015,1,27,27/1/2015,14,4.59
2015,1,27,27/1/2015,15,4.31
2015,1,27,27/1/2015,16,4.05
2015,1,27,27/1/2015,17,3.73
2015,1,27,27/1/2015,18,3.46
2015,1,27,27/1/2015,19,3.19
2015,1,27,27/1/2015,20,3.15
2015,1,27,27/1/2015,21,3.26
2015,1,27,27/1/2015,22,3.29
2015,1,27,27/1/2015,23,3.23
2015,1,28,28/1/2015,0,3.18
2015,1,28,28/1/2015,1,3.2
2015,1,28,28/1/2015,2,3.28
2015,1,28,28/1/2015,3,3.94
2015,1,28,28/1/2015,4,4.79
2015,1,28,28/1/2015,5,5.04
2015,1,28,28/1/2015,6,5.24
2015,1,28,28/1/2015,7,5.46
2015,1,28,28/1/2015,8,5.8
2015,1,28,28/1/2015,9,6.13
2015,1,28,28/1/2015,10,6.29
2015,1,28,28/1/2015,11,6.28
2015,1,28,28/1/2015,12,6.07
2015,1,28,28/1/2015,13,4.97
2015,1,28,28/1/2015,14,4.57
2015,1,28,28/1/2015,15,4.16
2015,1,28,28/1/2015,16,3.91
2015,1,28,28/1/2015,17,3.7
2015,1,28,28/1/2015,18,3.6
2015,1,28,28/1/2015,19,3.57
2015,1,28,28/1/2015,20,3.52
2015,1,28,28/1/2015,21,3.48
2015,1,28,28/1/2015,22,3.45
2015,1,28,28/1/2015,23,3.3
2015,1,29,29/1/2015,0,3.32
2015,1,29,29/1/2015,1,3.39
2015,1,29,29/1/2015,2,3.52
2015,1,29,29/1/2015,3,4.14
2015,1,29,29/1/2015,4,5.17
2015,1,29,29/1/2015,5,5.51
2015,1,29,29/1/2015,6,5.86
2015,1,29,29/1/2015,7,6.16
2015,1,29,29/1/2015,8,6.44
2015,1,29,29/1/2015,9,6.69
2015,1,29,29/1/2015,10,6.79
2015,1,29,29/1/2015,11,6.75
2015,1,29,29/1/2015,12,6.56
2015,1,29,29/1/2015,13,5.23
2015,1,29,29/1/2015,14,4.68
2015,1,29,29/1/2015,15,4.38
2015,1,29,29/1/2015,16,4.14
2015,1,29,29/1/2015,17,4.06
2015,1,29,29/1/2015,18,3.94
2015,1,29,29/1/2015,19,3.87
2015,1,29,29/1/2015,20,3.66
2015,1,29,29/1/2015,21,3.41
2015,1,29,29/1/2015,22,3.26
2015,1,29,29/1/2015,23,3.12
2015,1,30,30/1/2015,0,3.12
2015,1,30,30/1/2015,1,3.18
2015,1,30,30/1/2015,2,3.28
